YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MS	EQ_MAG_MB	INTENSITY	COUNTRY	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	MISSING	INJURIES	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DAMAGED
2001	10	12	15	2	16.8	37	7	7.3	6.7	8	USA TERRITORY	GUAM	12.686	144.98	170			1			
2001	10	19	3	28	44.4	33	7.5	7.3	6.3		INDONESIA	INDONESIA:  BANDA SEA	-4.102	123.907	170						
2001	10	27	5	35	39.7	10	5.6	5.5	5.3		CHINA	CHINA:  YUNNAN PROVINCE:  YONGSHENG	26.316	100.648	30	1		220		3400	3400
2001	11	14	9	26	10	10	7.8	8	6.1		CHINA	CHINA:  QINGHAI PROVINCE:  XIDATAN	35.946	90.541	40						
2001	12	19	7	54	7.9	10	4.5		4.5	6	BANGLADESH	BANGLADESH:  DHAKA	23.632	90.376	60			100			
2002	1	2	17	22	48.7	21	7.2	7.5	6.3		VANUATU	"VANUATU ISLANDS:  EFATE, PORT VILA"	-17.6	167.856	170						
2002	1	9	6	45	57.5	33	5.3	5.2	5.2		TAJIKISTAN	TAJIKISTAN:  ROGHUN	38.673	69.902	40	3		50			209
2002	1	10	11	14	56.9	11	6.7	6.6	6		PAPUA NEW GUINEA	PAPUA NEW GUINEA:  AITAPE	-3.212	142.427	170	1				200	
2002	1	14	15	36	26.4	33	5.6	5.2	5.5		CHILE	"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE"	-19.384	-69.231	160						
2002	1	17	20	1	29.2	15	4.7		4.7		RWANDA	RWANDA:  GISENYI	-1.684	29.077	10					307	
2002	1	30	8	42	3.4	109	5.9		5.6		MEXICO	"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC"	18.194	-95.908	150						
2002	2	3	7	11	28.4	5	6.5	6.4	5.7		TURKEY	TURKEY:  AFYON	38.573	31.271	140	44		318			
2002	2	3	20	59	27.6	44	4.9		4.9		TAJIKISTAN	TAJIKISTAN:  ROGHUN	38.773	69.924	40						
2002	2	17	13	3	52.7	33	5.4	5	5.6		IRAN	IRAN:  BAGHAN	28.093	51.755	140	1		30			
2002	2	22	19	32	41.7	7	5.5	5.5	5.4		MEXICO	"MEXICO:  MEXICALI, BAJA CALIFORNIA"	32.319	-115.322	150						
2002	3	3	12	8	19.7	226	7.4		6.6		AFGHANISTAN	"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ"	36.502	70.482	40	166				300	300
2002	3	5	21	16	9.1	31	7.5	7.2	6.3		PHILIPPINES	PHILIPPINES:  MINDANAO	6.033	124.249	170	15		100	1.714		800
2002	3	25	14	56	33.8	8	6.1	6.2	5.9		AFGHANISTAN	"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN"	36.062	69.315	40	1000		200		1500	1500
2002	3	31	6	52	50.4	33	7.1	7.4	6.4		TAIWAN	TAIWAN:  TAIPEI	24.279	122.179	30	5		200		100	
2002	4	1	19	59	32.4	71	6.4		6.1		CHILE	"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE"	-29.67	-71.384	160						
2002	4	12	4	0	23.7	10	5.9	5.9	5.8		TAJIKISTAN	TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN	39.959	69.417	40	50		150		160	160
2002	4	18	16	8	36.7	62	6.6		6.2		CHILE	"CHILE:  COPIAPO, TALTAL"	-27.535	-70.586	160			19		34	575
2002	4	20	10	50	47.5	11	5.2	4.2	5.2	7	USA	"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS"	44.513	-73.699	150						
2002	4	24	10	51	50.9	10	5.7	5.6	5.6		SERBIA	BALKANS NW:  KOSOVO; MACEDONIA:  N	42.436	21.466	130	1		60			
2002	4	24	19	48	7.1	33	5.4	5.2	5.2		IRAN	IRAN:  WESTERN:  KERMANSHAH	34.642	47.4	140	2		56			
2002	4	25	17	41	21.5	10	4.3	4.3	4.8		GEORGIA	GEORGIA:  TBILISI	41.765	44.96	40	5		52			2400
2002	4	26	16	6	7	86	7.1		6.5	7	USA TERRITORY	GUAM	13.088	144.619	170			5			
2002	5	18	15	15	8.8	10	5.5	5.5	5.2		TANZANIA	TANZANIA:  BUNDA	-2.907	33.733	10	2				690	700
2002	5	28	4	4	22.5	22	6	5.7	6		ARGENTINA	"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS"	-28.937	-66.797	160			27		40	40
2002	6	20	5	40	43.3	40	4.5		4.5		BANGLADESH	"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR"	25.842	88.932	60			55			
2002	6	22	2	58	21.3	10	6.5	6.4	6.2	8	IRAN	IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU	35.626	49.047	140	261		1300	300		
2002	7	31	0	16	44.6	10	6.5	6.4	6	7	PANAMA	"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL"	7.929	-82.793	100			11			
2002	8	8	11	42	5	33	5.3	4.7	5.4		CHINA	CHINA:  SICHUAN PROVINCE:  RULONG	30.916	99.927	30					8	8
2002	8	14	13	57	52.1	30	6.5	6.4	6.1		USA TERRITORY	NORTHERN MARIANA ISLANDS:  SAIPAN	14.101	146.199	170						
2002	8	15	5	30	26.2	10	6.2	5.8	5.7		INDONESIA	INDONESIA:   SULAWESI:  TOJO	-1.196	121.333	170	48					200
2002	8	24	20	1	18.3	10	4.4		4.4		EGYPT	EGYPT:  CAIRO	30.2	31.41	15						44
2002	9	2	1	0	3.2	10	5.2		5.1		IRAN	"IRAN: KAK, RAZAN, SIZAN"	35.701	48.838	140						
2002	9	5	11	3	5.8	32	5.5	5.2	5.3		KYRGYZSTAN	KYRGYZSTAN	39.77	72.007	40						
2002	9	6	1	21	28.6	5	6	5.5	5.8		ITALY	ITALY:  SICILY:  PALERMO	38.381	13.701	130	2		20	500		
2002	9	8	18	44	25.5	13	7.6	7.8	6.5		PAPUA NEW GUINEA	"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK"	-3.26	142.94	170	4		70			873
2002	9	13	22	28	29.4	21	6.5	6.7	6.2		INDIA	"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY"	13.036	93.068	60	2				40	
2002	9	20	15	43	35.4	10	6.4	6.4	5.9		INDONESIA	INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI	-1.68	134.234	170						31
2002	9	22	23	53	14.6	9	4.8		4.8	6	UK	"UNITED KINGDOM:  MANSFIELD, DUDLEY"	52.52	-2.15	120			1			
2002	9	25	18	14	48.5	6	5.3	4.7	5.2		MEXICO	MEXICO:  ACAPULCO	16.87	-100.113	150			2			
2002	9	25	22	28	11.9	10	5.6	5.1	5.5		IRAN	IRAN:  MASJED-E SOLEYMAN	31.995	49.329	140			5			
2002	9	30	6	44	48	10	4.2		4.2		FRANCE	"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL"	47.832	-3.207	120						
2002	10	10	10	50	20.5	10	7.6	7.7	6.5		INDONESIA	"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI"	-1.757	134.297	170	8		632		1000	900
2002	10	23	11	27	19.4	4	6.7	6.7	6	8	USA	"ALASKA:  CANTWELL, DENALI NATL PARK"	63.514	-147.912	150						
2002	10	24	6	8	37.9	11	6.2	6.3	5.9		CONGO	"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI"	-1.884	29.004	10	2					
2002	10	29	10	2	21.5	10	4.3		4.3	8	ITALY	ITALY:  SICILY:  SANTA VENERINA	37.67	15.267	130			9			
2002	10	31	10	32	58.7	10	5.7	5.6	5.3		ITALY	"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO"	41.789	14.872	130	29		135	796		
2002	11	1	22	9	29.2	33	5.4	5.3	5.3		PAKISTAN	PAKISTAN:  GILGIT	35.517	74.654	60	11		40			
2002	11	2	1	26	10.7	30	7.3	7.6	6.2		INDONESIA	INDONESIA:  SUMATERA:  SIMEULUE	2.824	96.085	170	3		65			994
2002	11	3	22	12	41	5	7.9	8.5	7	9	USA	"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS"	63.517	-147.444	150			1	56		
2002	11	20	21	32	30.8	33	6.3	6.5	5.7		PAKISTAN	"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN"	35.414	74.515	60	19		40		100	100
2002	11	27	16	43	17.5	33	5.9	5.8	5.6		VANUATU	VANUATU ISLANDS: MERE LAVA ISLAND	-14.49	167.827	170			3			
2002	12	2	4	58	55.1	10	5.7	5.4	5.2		GREECE	"GREECE:  MEGALOPOLIS, VARTHOLOMION"	37.747	21.087	130			17		8	100
2002	12	14	13	27	29.1	22	5.5	5.3	5.6		CHINA	CHINA:  GANSU PROVINCE:  YUMNE	39.736	97.443	30	2				13380	
2002	12	24	17	3	2.9	33	5.2	4.4	5.1		IRAN	IRAN:  KERMANSHAH	34.594	47.454	140			15		3000	3000
2002	12	25	12	57	3.2	10	5.7	5.6	5.5		CHINA	CHINA:  XINJIANG:  WUQIA	39.57	75.254	40						
2002	12	25	19	13	42.7	91	5.5		5.3		AFGHANISTAN	AFGHANISTAN:  JALALABAD	35.704	69.868	40						
2003	1	11	17	45	30.6	33	5.2	5	5.2		IRAN	"IRAN:  KAZERUN, NURABAD"	29.59	51.474	140					650	650
2003	1	20	8	43	6	33	7.3	7.8	6.7		SOLOMON ISLANDS	"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL"	-10.491	160.77	170						
2003	1	22	2	6	34.6	24	7.5	7.6	6.5	8	MEXICO	"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"	18.77	-104.104	150	29		300		2005	6615
2003	1	23	0	8	22.8	33	5.5	5.1	5.3	6	INDONESIA	INDONESIA:  SUMBAWA ISLAND:  DOMPU	-8.807	118.524	170			2			500
2003	1	26	19	57	3.2	7	4.7		4.7	7	ITALY	"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA"	43.883	11.96	130						
2003	1	27	5	26	23	10	6.1	6	5.6		TURKEY	"TURKEY:  SAGLAMTAS, PULUMUR"	39.5	39.878	140	1					
2003	2	22	12	19	10.5	1	5.2	4.8	4.9	6	USA	CALIFORNIA:  BIG BEAR CITY	34.31	-116.848	150						
2003	2	22	20	41	3.4	10	5		5		FRANCE	"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN"	48.342	6.57	120						
2003	2	24	2	3	41.4	11	6.3	6.3	5.8		CHINA	CHINA:  S. XINJIANG:  BACHU	39.61	77.23	40	261		4000		71000	
2003	2	25	3	52	41	10	5.4	5.3	5.1		CHINA	CHINA:  S. XINJIANG:  BACHU	39.483	77.393	40	5					
2003	3	21	11	38	20	33	4.6		4.6		INDONESIA	"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA"	-6.983	108.468	170						
2003	2	13	17	34	20.9	24	5.3	5.2	5.2		CHINA	CHINA:  N. XINJIANG:  URUMQI	43.897	85.923	40						
2003	3	22	13	36	16	6	4.7				GERMANY	GERMANY:  ALBSTADT	48.21	9	120						
2003	6	20	13	30	41.6	33	6.8	6.8	6.4	6	CHILE	"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN"	-30.608	-71.637	160			1			
2003	3	25	18	51	26.3	47	5.5	4.8	4.8		BHUTAN	BHUTAN:  PHUENTSHOLING	27.264	89.331	60						
2003	4	10	0	40	15.1	10	5.7	5.6	5.6		TURKEY	"TURKEY:  IZMIR, SEFERIHISAR"	38.221	26.958	140			90			
2003	4	17	0	48	38.5	14	6.4	6.3	6.2		CHINA	CHINA:  QINGHAI PROVINCE:  DELINGHA	37.529	96.476	30					45	45
2003	5	1	0	27	4.7	10	6.4	6.4	5.7		TURKEY	TURKEY:  BINGOL	39.007	40.464	140	177		521		718	718
2003	5	4	15	44	35.5	10	5.8	5.6	5		CHINA	CHINA:  S. XINJIANG:  YOPURGA	39.43	77.219	40	1		3		1600	
2003	5	21	18	44	20.1	12	6.8	6.9	6.5	10	ALGERIA	"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA"	36.964	3.634	15	2266		10261	5000	43000	43000
2003	5	26	9	24	33.4	68	7		6.7		JAPAN	"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA"	38.849	141.568	30			143	233		720
2003	5	26	19	23	27.9	31	7	7.1	6.5		INDONESIA	"INDONESIA:  MOROTAI, BEREBERE, DARUBA"	2.354	128.855	170	1		7		28	20
2003	5	27	17	11	28.8	8	5.7	5.5	5.5		ALGERIA	"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA"	36.939	3.578	15	9		200			
2003	6	6	12	29	34	3	4		3.9	6	USA	KENTUCKY:  BARDWELL	36.87	-88.98	150						
2003	6	9	7	6	39.3	18	5.2	4.9	4.9		GREECE	"GREECE:  GONNOI, LARISA"	39.893	22.309	130						50
2003	2	15	5	47	58.9	10	5.8	5.6	5.4	6	PHILIPPINES	PHILIPPINES: LUZON:  DIMASALANG	12.171	123.921	170						
2003	2	15	11	1	59.8	10	6.3	6.2	5.8	6	PHILIPPINES	"PHILIPPINES: MASBATE, DIMASALANG"	12.168	124.079	170						
2003	3	25	2	53	25	33	6.5	6.1	6.2		INDONESIA	INDONESIA:  FLORES:  REO	-8.294	120.743	170	4		20			
2003	4	29	8	59	39	20	4.6		4.4	6	USA	"ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD"	34.494	-85.629	150						
2003	7	3	14	59	32.2	41	5.2	4.9	5.2		IRAN	"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ"	35.476	60.784	140						
2003	7	10	17	6	37.6	10	5.8	5.5	5.9		IRAN	IRAN:  SOUTHERN: GAJJIABAD	28.355	54.169	140	1		25		3500	3500
2003	7	15	20	27	50.5	10	7.6	7.6	6.1		INDIAN OCEAN	INDIAN OCEAN:  FELT IN MALDIVES	-2.598	68.382	60						
2003	7	21	15	16	31.9	10	5.9	6	5.4		CHINA	CHINA:  YUNNAN PROVINCE	25.975	101.29	30	16		584	75	264878	264878
2003	7	25	15	13	7.7	10	5.5	4.9	5.6		JAPAN	"JAPAN:  HONSHU:  MIYAGI, IWATE"	38.432	141.003	30			569	411		1025
2003	7	26	1	0	57.6	10	4.5		4.5		TURKEY	TURKEY:  WESTERN:  BULDAN	38.111	28.887	140						
2003	7	26	8	36	49.1	10	5.4	5.2	5		TURKEY	TURKEY:  WESTERN:  BULDAN	38.019	28.927	140			10		1	1
2003	7	26	23	18	17.9	10	5.7	5.5	5.5		BANGLADESH	BANGLADESH:  RANGAMATI	22.854	92.306	60	2		25		500	
2003	8	4	4	37	20.1	10	7.6	7.5	6.2		ANTARCTICA	SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS	-60.532	-43.411	20						
2003	8	11	0	19	9.2	10	6	5.6	5.7		INDONESIA	INDONESIA:  HALMAHERA:  WASILE	1.142	128.152	170						200
2003	8	13	8	29	27.2	54	5.4		5		PANAMA	"PANAMA:  COLON, PANAMA CITY"	9.355	-79.941	100						
2003	8	14	5	14	54.7	10	6.3	6.2	5.6		GREECE	"GREECE:  LEFKADA, PREVEZA"	39.16	20.605	130			50			
2003	8	16	10	58	42.7	24	5.4	5.1	5.5		CHINA	"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN"	43.77	119.643	30	4		1000		7900	
2003	8	18	9	3	3.5	33	5.5	5.3	5.6		CHINA	"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI"	29.573	95.605	40						
2003	8	21	12	12	49.7	28	7.2	7.5	6.6		NEW ZEALAND	"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND"	-45.104	167.144	170						
2003	9	14	21	42	51.8	10	5.3	5.2	5.1	7	ITALY	"ITALY:  LOIANO, MONGHIDORO, MONZUNO"	44.329	11.45	130						10
2003	9	20	3	54	50.7	52	5.7		5.4		JAPAN	JAPAN:  HONSHU:  TOKYO	34.998	140.172	30			7			
2003	9	21	18	16	13.4	10	6.6	6.9	6.1		MYANMAR (BURMA)	MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK	19.917	95.672	60						
2003	9	22	4	45	36.2	10	6.4	6.6	6.2	10	DOMINICAN REPUBLIC	"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO"	19.777	-70.673	90	3		15			
2003	9	25	19	50	6.3	27	8.3	8.1	6.9		JAPAN	JAPAN:  HOKKAIDO	41.815	143.91	30			755	90		
2003	9	27	11	33	25	16	7.3	7.5	6.5	10	RUSSIA	"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO"	50.038	87.813	40	3		5	10.6	300	
2003	9	29	15	27	1	10	4.4	4.4	5.1		RUSSIA	RUSSIA:  KOSH-AGACH	50	87.89	40						
2003	9	29	18	22	32	32	4.8		4.8		NEW ZEALAND	NEW ZEALAND:  CHRISTCHURCH	-43.34	173.04	170						
2003	10	1	1	3	25.2	10	6.7	7.1	6.3		RUSSIA	"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK"	50.211	87.721	40						
2003	10	15	7	30	35.9	78	5.2		5		JAPAN	JAPAN:  NEAR S COAST HONSHU:  ATSUGI	35.457	139.871	30						
2003	10	16	3	20	55.3	10	4.5	4.5	4.8		DOMINICAN REPUBLIC	"DOMINICAN REPUBLIC:   MOCA, SANTIAGO"	19.761	-70.693	90						
2003	10	16	12	28	9	33	5.6	5.6	5.2		CHINA	CHINA:  YUNNAN PROVINCE:  DAYAO	25.954	101.254	30	3		32		12000	12000
2003	10	25	12	41	35.2	10	5.8	5.7	5.8		CHINA	"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN"	38.4	100.951	30	9		43	40	10000	
2003	11	13	2	35	10.3	10	5.1	5.1	5.1		CHINA	"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN"	34.712	103.834	30	1		30		10	
2003	11	14	18	49	46.5	33	5.6		5		CHINA	"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG"	27.372	103.971	30	4		65		600	600
2003	11	17	6	43	6.8	33	7.8	7.2	6.2		USA	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	51.146	178.65	150						
2003	11	18	17	14	22.6	35	6.5	6.5	6.1	7	PHILIPPINES	PHILIPPINES:  SAMAR:  CAN-AVID	12.025	125.416	170	1		21		1	
2003	11	26	13	38	57.8	33	4.7		4.7		CHINA	CHINA:  YUNNAN PROVINCE:  LUDIAN	27.283	103.753	30			4		2000	2000
2003	12	1	1	38	31.9	10	6	5.9	6		CHINA	CHINA:  XINJIANG:  ZHAOSU	42.905	80.515	40	11		47		769	
1999	11	26	4	27	24.7	33	5.3	4.8	5.2		IRAN	IRAN:  GORGAN	36.92	54.9	140						50
2003	12	5	23	41	27.4	33	4.9	4.9	5.4		INDONESIA	"INDONESIA:  FLORES, RUTENG"	-8.137	120.524	170						
2003	12	10	4	38	11.5	10	6.8	6.7	6		TAIWAN	"TAIWAN:  T'AI-TUNG, KAO-HSIUN"	23.039	121.362	30			1			
2003	12	11	16	28	17.3	33	5		5		IRAN	IRAN:  WESTERN:  MASJED-E- SOLEYMAN	31.953	49.209	140			5		2	2
2003	12	17	23	15	17.2	34	4.4		4.4		BULGARIA	BULGARIA: POVADIYA	43.083	27.486	110					10	10
2003	12	22	19	15	56	8	6.6	6.4	6.1	8	USA	"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO"	35.706	-121.102	150	2		40	300	40	
2003	12	25	7	11	11.5	33	6.5	6.4	6		PANAMA	PANAMA-COSTA RICA:  PUERTO ARMUELLES	8.416	-82.824	100	2		75			
2003	12	26	1	56	52.4	10	6.6	6.8	6	9	IRAN	"IRAN:  SOUTHEASTERN:  BAM, BARAVAT"	28.995	58.311	140	31000		30000	32.7		
2004	1	1	20	59	31.9	45	5.8	5.4	5.5	6	INDONESIA	"INDONESIA:  BALI, LOMBOK"	-8.31	115.788	170	1		29	12	6000	
2004	1	1	23	31	50	29	6.1	5.7	5.6		MEXICO	"MEXICO:  GUERRERO, MEXICO CITY"	17.488	-101.303	150						
2004	1	10	7	43	18	5	2.2				SLOVAKIA	SLOVAKIA:  SLOVENSKO L'UPCA	48.758	19.217	110						
2004	1	10	18	38	14.8	10	4.4	4.4	4.5		ALGERIA	"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES"	36.852	3.418	15			300			
2004	1	14	16	58	48.1	12	5.2		5.4		IRAN	IRAN:  SOUTHERN:  FIRUZABAD	27.695	52.397	140						
2004	2	4	11	59	47.6	29	6.1	5.9	5.6		PANAMA	PANAMA-COSTA RICA:  CHIRIQUI	8.358	-82.877	100			4			
2004	2	5	21	5	2.8	17	7	7.1	6.1		INDONESIA	INDONESIA:  NABIRE	-3.615	135.538	170	37		682	1	2678	
2004	2	7	2	42	35.2	10	7.3	7.5	6.2		INDONESIA	INDONESIA:  NABIRE	-4.003	135.023	170						
2004	2	11	8	15	3.8	27	5.3	4.8	5.1		JORDAN	"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA"	31.675	35.551	140			4			
2004	2	14	10	30	22.1	11	5.4	5.2	5.4		PAKISTAN	"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"	34.774	73.216	60	24		40		1420	1420
2004	2	16	14	44	39.9	56	5.1	4.5	5.2		INDONESIA	INDONESIA:  SUMATRA:  PADANGPANJANG	-0.466	100.655	170	5		7			
2004	2	22	6	46	27	42	6	5.7	6.3		INDONESIA	INDONESIA:  SUMATRA:  PESISIR SELATAN	-1.559	100.488	170			1			
2004	2	24	2	14	34	10	4.7		4.7		BURUNDI	BURUNDI:  RUYAGA	-3.393	29.558	10	3				24	
2004	2	24	2	27	46.2	0	6.4	6.4	6.2	9	MOROCCO	"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH"	35.142	-3.997	15	628		926	400	2539	
2004	3	1	0	35	58	9	5.2	4.8	5.4		GREECE	GREECE:  SOUTHERN:  KALAMATA	37.136	22.116	130						
2004	3	25	19	30	49		5.6	5.4	5		TURKEY	TURKEY:  ERZURUM	39.93	40.812	140	10		46		45	45
2004	3	24	1	53	49.4	19	5.4	5.2	5.6		CHINA	"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI"	45.382	118.256	30			100	74	38000	
2004	3	28	3	51	10	5	5.6	5.3	5.3		TURKEY	TURKEY:  ASKALE	39.847	40.874	140			12		50	50
2004	4	5	21	24	4	187	6.5		6.4		AFGHANISTAN	"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"	36.512	71.029	40	3		5			
2004	4	9	1	55	50.7	66	5.4		5.5		INDONESIA	INDONESIA:  SUMATRA:  PADANG	-1.549	100.54	170						
2004	4	16	18	32	24	96	5.5		5.5		INDONESIA	INDONESIA:  BALI	-8.669	114.65	170						
2004	4	23	1	50	30.2	66	6.7		6.5		INDONESIA	INDONESIA:  TIMOR: KUPANG	-9.362	122.839	170						
2004	5	1	7	56	13.6	45	5.2	5.1	5.2		TAIWAN	TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK	24.081	121.611	30	2		1			
2004	5	3	4	36	50	21	6.6	6.5	5.9	6	CHILE	CHILE: CANETE	-37.695	-73.406	160						
2004	5	4	5	4	58.3	14	5.4	5.2	5.4		CHINA	CHINA:  QINGHAI PROVINCE:  DELINGHA	37.506	96.758	30						
2004	5	8	4	39	25	67	5		5		IRAN	IRAN:  KAZERUN	29.881	51.474	140					4	4
2004	5	8	20	11	44.2	10	4.5		4.5		PAKISTAN	PAKISTAN:  QUETTA	30.126	67.121	60	1		30			
2004	5	19	21	28	10.6	35	4.1	4.1	4.8	6	PHILIPPINES	PHILIPPINES:  BOHOL ISLAND:  TUBIGON	9.926	124.038	170						
2004	5	28	12	38	44.4	17	6.3	6.3	6.2		IRAN	"IRAN:  MAZANDARAN, QAZVIN, TEHRAN"	36.29	51.61	140	35		400	165		
2004	5	30	2	52	12.2	14	4.9		4.9		RUSSIA	"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK"	47.311	142.12	50						46
2004	6	9	11	41	16.5	10	4.6				SAUDI ARABIA	SAUDI ARABIA: WESTERN	27.836	36.905	140						
2004	6	15	11	16	31.5	38	5.9	5.4	5.7	6	CHILE	"CHILE: CARAHUE, IMPERIAL, TEMUCO"	-38.854	-73.155	160						
2004	7	1	22	30	9.3	5	5.1	4.8	5.4		TURKEY	TURKEY:  DOGUBEYAZIT	39.766	43.979	140	18		21			
2004	7	12	13	4	7.1	8	5.2	4.9	5		SLOVENIA	"SLOVENIA: BOVEC, KOBARID"	46.296	13.641	130	1		5			
2004	7	14	14	36	2.5		4.6		4.6		AFGHANISTAN	AFGHANISTAN: HERAT	34.89	61.852	40						
2004	7	18	4	22	22.6	5	5.4	5.1	5.1		NEW ZEALAND	"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA"	-38	176.51	170	1		2			5
2004	7	18	8	31	45.8	10	5.2	4.8	5.1		AFGHANISTAN	AFGHANISTAN: PAKTIA PROVINCE	33.426	69.524	40	2		40			
2004	7	30	7	14	7.8	5	4	4	4.8		TURKEY	TURKEY:  DOGUBEYAZIT	39.634	43.966	140	1		5			
2004	8	4	3	1	7.5	10	5.6	5.2	5.1		TURKEY	TURKEY:  BODRUM	36.833	27.815	140			15			
2004	8	10	10	26	14.7	6	5.4	5.1	5.1		CHINA	CHINA:  YUNNAN PROVINCE:  LUDIAN	27.266	103.873	30	4		600	50	18556	65601
2004	8	11	15	48	26.8	7	5.7	5.5	5.3		TURKEY	"TURKEY:  ELAZIG, SIVRICE"	38.377	39.261	140	1		11			
2004	9	5	10	7	7.8	14	7.2	7	6.7		JAPAN	JAPAN:  HONSHU:  W COAST: KYOTO	33.07	136.618	30			4			
2004	9	5	14	57	18.6	10	7.4	7.1	6.2		JAPAN	"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI"	33.184	137.071	30			40			
2004	9	7	11	53	6.1	22	6.1	6.1	6.1		ARGENTINA	ARGENTINA: CATAMARCA	-28.573	-65.84	160	1					
2004	9	7	12	15	49.7	10	5.2		5.2		CHINA	CHINA:  GANSU PROVINCE	34.682	103.781	30			19		600	
2004	9	21	13	32	30.8	10	4.8		4.9	6	POLAND	"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK"	54.841	19.912	120			3			
2004	9	28	17	15	24.2	9	6	5.8	5.4	6	USA	"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL"	35.819	-120.364	150						
2004	10	7	21	46	20.3	35	5.6	5.4	5.6		IRAN	IRAN:  GOLESTAN	37.125	54.477	140			60			
2004	10	15	4	8	50.2	94	6.6		6.4		TAIWAN	TAIWAN:  T'AO-YUAN	24.53	122.694	30						
2004	10	18	22	11	44.9	30	4.4	4.4	4.8		CHINA	CHINA:  YUNNAN PROVINCE:  BAOSHAN	25.073	99.169	30			12		20000	20000
2004	10	23	8	56	0.8	16	6.6	6.3	6.4		JAPAN	JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.226	138.779	30	40		3183	28000	6000	
2004	10	27	1	40	50.2	14	5.9	5.4	5.7		JAPAN	JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.284	138.885	30			5		1	
