YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MS	EQ_MAG_MB	INTENSITY	COUNTRY	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	MISSING	INJURIES	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DAMAGED
2007	5	29	9	36	5.6	24	6.1	5.8	6		INDONESIA	INDONESIA: LABUHA	-1.065	127.343	170						
2007	6	2	21	34	57.7	5	6.1	6.3	5.7		CHINA	CHINA:  YUNNAN PROVINCE:  NING'ER	23.028	101.052	30	3		329	310		
2007	4	28	7	18	11.3	10	4.6		4.6	6	UK	UNITED KINGDOM:  ENGLAND:  FOLKESTONE	51.085	1.009	120			1			
2007	8	2	2	37	42.3	5	6.2	6.2	5.3		RUSSIA	RUSSIA:  TATAR STRAIT	47.116	141.798	50	2		12		11	20
2007	8	2	3	21	42.8	21	6.7	6.6	6.3		USA	ALASKA:  ALEUTIAN ISLANDS	51.307	-179.971	150						
2007	8	8	17	4	58	289	7.5				INDONESIA	INDONESIA:  JAVA	-5.968	107.655	170						
2007	6	13	19	29	40.1	23	6.7	6.5	5.9		GUATEMALA	GUATEMALA:  GUATEMALA CITY	13.554	-90.618	100						
2007	6	18	14	29	48.2	5	5.5	5.1	5.3		IRAN	IRAN:  QOM	34.437	50.833	140						
2007	8	15	23	40	57.8	39	8	7.9	6.7	8	PERU	"PERU:  ICA, PISCO, LIMA"	-13.386	-76.603	160	514		1090		39700	
2007	7	13	7	20	25.5	50	4.5		4.5		ECUADOR	ECUADOR:  ZARUMA	-3.987	-79.836	160						
2007	9	12	11	10	26.8	34	8.4	8.5	6.9		INDONESIA	INDONESIA:  SUMATRA	-4.438	101.367	60	25		161		56425	56425
2007	9	12	23	49	3.7	35	7.9	8.1	6.6		INDONESIA	INDONESIA:  SUMATRA	-2.625	100.841	60						
2007	9	30	5	23	34	10	7.4				NEW ZEALAND	NEW ZEALAND:  AUCKLAND ISLANDS	-49.418	163.954	170						
2007	7	20	10	6	52	10	5.6	5.3	5.5		CHINA	CHINA:  XINJIANG:  TEKES	42.913	82.378	40					2120	
2007	7	20	11	42	22.3	5	4.2				USA	CALIFORNIA:  MONTCLAIR	37.804	-122.193	150						
2007	7	21	22	44	13.5	10	5.2	5	5.6		TAJIKISTAN	"TAJIKISTAN:  RASHT, ASHT"	38.936	70.485	40	12					
2007	7	22	23	2	14.7	19	4.3	4.3	5.1		INDIA	"INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR"	30.881	78.239	60			3			
2007	7	26	5	40	16.1	25	6.9	6.8	6.4		INDONESIA	INDONESIA:  MALUKU:  N	2.872	127.464	170						
2007	8	1	17	8	51.4	120	7.2		6.2		VANUATU	VANUATU ISLANDS:  LUGANVILLE	-15.595	167.68	170						
2007	8	6	8	48	40	2	4.2		4.2		USA	UTAH:  HUNTINGTON	39.465	-111.237	150	9					
2007	8	17	0	38	56	0	1.6				USA	UTAH	39.464	-111.207	150	3		6			
2007	8	20	19	15	53.5	5	4.4		4.4		INDIA	INDIA:  MAHARASHTRA:  SATARA	17.2	73.7	60						
2007	8	25	4	24	21.9	10	5		5		IRAN	"IRAN:  HADJI ABAD, ORZUIYEH"	28.154	56.652	140			4			
2007	9	9	18	36	37.6	35	4.8		4.8		INDONESIA	INDONESIA:  SITUBONDO	-7.783	114.338	170			13			
2007	11	14	15	40	50.5	40	7.7	7.4	6.7	8	CHILE	"CHILE:  TOCOPILLA, MARIA ELENA"	-22.247	-69.89	160	2		65			
2007	11	25	16	2	17.9	35	6.5		6.2		INDONESIA	INDONESIA:  SUMBAWA ISLAND	-8.277	118.339	170	3					
2007	11	29	19	0	20.4	156	7.4		6.9		MARTINIQUE	MARTINIQUE	14.944	-61.274	90	1		102			
2007	12	9	7	28	20.8	153	7.8		7		KERMADEC ISLANDS (NEW ZEALAND)	KERMADEC ISLANDS	-25.996	-177.514	170						
2007	9	10	1	49	14.2	31	6.8	6.7	6.1		COLOMBIA	"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA"	2.982	-77.967	160			5		35	
2007	10	15	12	29	36	26	6.8	6.8	6		NEW ZEALAND	NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND	-44.785	167.583	170						
2007	10	26	6	50	6.6	10	4.8	4.8	5.3		PAKISTAN	PAKISTAN:  GHANCHE	35.304	76.753	60	1		12			
2007	10	31	3	4	54.8	10	5.6	5.1	5.3		USA	CALIFORNIA:  SAN JOSE	37.434	-121.774	150						
2007	11	6	9	38	5.7	10	5.1		5		INDIA	INDIA:  GUJARAT	21.181	70.724	60	1		5			
2007	11	7	4	12	38.6	72	5.1		5.1		PHILIPPINES	PHILIPPINES:  BOHOL ISLAND:  MABINI	9.721	124.647	170	1					
2007	11	7	7	10	21.9	29	5.1	5.1	5.1		BANGLADESH	"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI"	22.15	92.388	60			10			
2007	11	16	3	13	0.1	123	6.8		6.3		ECUADOR	PERU-ECUADOR:  GUAYAQUIL	-2.312	-77.838	160						
2007	11	20	5	20	3.4	7	4.8		4.8		IRAN	"IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN"	31.68	49.93	140			30			
2007	11	25	23	12	17	10	4.7		4.7		INDIA	"INDIA:  BADAUN, MEERUT, NOIDA, REWARI"	28.555	77.057	60						
2007	12	9	2	3	29.4	10	4.6		4.6		BRAZIL	BRAZIL:  MINAS GERAIS	-15.048	-44.231	160	1		6		76	
1990	3	3	12	16	27.9	33	7.6	7.4	6.3		FIJI	FIJI ISLANDS	-22.122	175.163	170						
2007	12	15	18	22	27.1	25	5.9	5.7	5.5		CHILE	"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO"	-32.689	-71.695	160			4			
2007	12	20	7	55	15.8	20	6.6	6.5	6.3	7	NEW ZEALAND	NEW ZEALAND:  OFF COAST NORTH ISLAND	-39.011	178.291	170	1				3	
2007	12	20	9	48	29.9	10	5.7	5.6	5.2		TURKEY	"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL"	39.417	33.212	140						
2007	12	26	23	47	10.7	8	5.6	5.5	5.2		TURKEY	TURKEY:  CENTRAL:  ANKARA	39.446	33.162	140					2214	2214
2008	2	25	8	36	33	25	6.5	6.6	6.4		INDONESIA	INDONESIA:  SUMATRA:  PADANG	-2.486	99.972	60						
2008	1	1	6	32	27.9	6	5.6	5.4	5.8		KYRGYZSTAN	KYRGYZSTAN:  OSH	40.288	72.985	40					5385	
2008	1	5	1	56	45.4	66	5.6		5.4		GUATEMALA	"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA"	14.129	-91.479	100						
2008	1	7	3	12	26.8	12	5.9	5.6	6		INDONESIA	"INDONESIA: NEW GUINEA: MANOKWARI,"	-0.795	134.012	170			6			22
2008	1	9	22	24	3.8	10	4.6		4.6		ALGERIA	ALGERIA:  ORAN	35.616	-0.57	15	1					
2008	1	12	22	44	47.3	34	5		5		BANGLADESH	"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH"	22.761	92.333	60						
2008	1	22	17	14	57.9	20	6.1		5.9		INDONESIA	INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	1.011	97.442	170	1		5			
2008	2	3	7	34	12.1	10	5.9	5.8	6.1		CONGO	CONGO:  BUKAVU	-2.296	28.9	10	38		717		99	815
2008	2	6	6	9	40.4	10	4.3		4.3		INDIA	INDIA:  WEST BENGAL	23.433	87.111	60	1		50			
2008	2	9	7	12	5.8	3	5.1		5.1		MEXICO	MEXICO:  BAJA CALIFORNIA	32.456	-115.315	150						
2008	2	13	20	55	31.5	14	4.9	4.9	4.5		IRAN	IRAN:  NASIRABAD	31.73	51.2	140			10			
2008	2	14	2	7	46.7	10	4.9	4.9	5.4		RWANDA	RWANDA:  GISENYI	-2.404	28.918	10	1		109			5
2008	2	15	10	36	19	10	5		5		LEBANON	LEBANON-SYRIA:  BAALBEC	33.327	35.305	140			10			
2008	4	9	12	46	12.7	33	7.3	7.3	6.3		NEW CALEDONIA	NEW CALEDONIA: LOYALTY ISLANDS	-20.071	168.892	170						
1990	12	13	19	50	17.8	10	6.3	6.3	5.9	5	TAIWAN	TAIWAN:  HUA-LIEN	23.722	121.627	30						
2000	7	30	12	25	45.5	10	6.5	6.5	6		JAPAN	JAPAN:  HONSHU:  S	33.901	139.376	30			1			
2008	4	18	9	36	59.1	14	5.3	4.8	5.1		USA	ILLINOIS:  WEST SALEM	38.452	-87.886	150						
2008	5	12	6	28	1.5	19	7.9	8.1	6.9	9	CHINA	CHINA:  SICHUAN PROVINCE	31.002	103.322	30	87652		374171	86000	5360000	5360000
2008	2	20	8	8	30.5	26	7.4	7.5	6.5		INDONESIA	INDONESIA:  SUMATERA:  ACEH PROVINCE	2.768	95.964	170	3		25			
2008	2	21	14	16	2.7	7	6	5.8	5.7	8	USA	NEVADA:  WELLS	41.153	-114.867	150			3			720
2008	2	27	0	56	47.8	18	4.8		4.8		UK	UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE	53.403	-0.332	120			1			
2008	2	29	4	46	    	10	4.3		4.3		BRAZIL	BRAZIL:  SOBRAL	-3.7	-40.35	160						
2008	3	9	11	10	41	10	4.5		4.5		INDIA	INDIA:  GUJARAT	23.33	70.592	60						
2008	3	20	22	32	57.9	10	7.2	7.3	6.3		CHINA	CHINA:  XINJIANG PROVINCE	35.49	81.467	40					2200	
2008	3	29	12	51	24.7	51	5.3		5.4		PERU	PERU:  OFF COAST	-12.178	-77.164	160			1		5	
2008	5	24	19	20	42.4	9	5.6				COLOMBIA	"COLOMBIA:  META, QUETAME"	4.33	-73.764	160	6					
2008	5	29	15	46	0.4	10	6.3	6.2	6		ICELAND	ICELAND: REYKJAVIK	64.004	-21.012	120			30			
2008	5	25	8	21	48.7	10	6	6	5.8		CHINA	CHINA:  SICHUAN PROVINCE	32.57	105.424	30	8		927		400000	400000
2008	6	13	23	43	45.3	8	6.9	7	6.5		JAPAN	JAPAN:  HONSHU:  TOKYO	39.03	140.881	30	13		357			614
2008	6	8	12	25	29.7	16	6.3	6.3	6.2		GREECE	"GREECE:  ACHAIA, ILEIA"	37.963	21.525	130	2		240		1156	
2008	7	19	2	39	28.7	22	6.9	7	6.2		JAPAN	JAPAN:  OFF EAST COAST OF HONSHU ISLAND	37.552	142.214	30						
2008	7	1	0	17	33.2	33	5.5	5	5.4		PERU	"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA"	-10.368	-75.512	160			45		60	25
2008	7	3	23	10	2	10	5	4.2	4.9		IRAN	IRAN:  NE:  KATKAN	35.5	58.8	140						
2008	5	21	19	23	57.3	10					BRAZIL	BRAZIL:  ALCANTARAS	-3.91	-40.44	160						
2008	5	26	15	1	33.6	13	5.6	5.2	5.3		COSTA RICA	PANAMA-COSTA RICA	8.423	-82.968	100						
2008	5	27	8	37	51.5	10	5.7	5.2	5.5		CHINA	CHINA:  SICHUAN PROVINCE	32.71	105.54	30					20000	20000
2008	6	6	20	2	56.8	4	5.5	5.3	5.5		ALGERIA	ALGERIA:  ORAN	35.883	-0.658	15	1		30			
2008	6	6	21	16	33.8	11	3.8		3.8		INDIA	INDIA:  MANPUR	24.702	84.964	60			2			
2008	4	15	3	3	4.6	33	6.1	5.8	5.6		GUATEMALA	GUATEMALA	13.564	-90.599	100						
2008	4	26	6	40	10.6	1	5	4.8	4.8		USA	NEVADA:  FALLON	39.52	-119.93	150						
2008	5	1	0	15	27.4	16	4.5		4.5		IRAN	"IRAN:  LORESTAN, BOROUJERD"	33.86	48.59	140			100			
2008	5	7	16	45	20.2	39	6.8	6.7	6.1		JAPAN	JAPAN:  HONSHU:  E COAST	36.158	141.521	30			6			
2008	8	30	8	30	54	17	5.9	5.8	5.7		CHINA	CHINA:  SICHUAN PROVINCE	26.272	101.937	30	43		589		392000	392000
2008	9	10	11	0	34	12	6.1	6	6.1		IRAN	IRAN:  HORMOZGAN PROVINCE	26.743	55.828	140	7		45			
2008	9	11	0	20	50.9	25	6.8	7	6.1		JAPAN	JAPAN:  HOKKAIDO	41.892	143.754	30						
2005	6	13	22	44	33.9	116	7.7		6.8		CHILE	CHILE:  TARAPACA	-19.987	-69.197	160	11		200		544	
2007	9	2	1	5	18.1	35	7.2	7.3	5.9		SOLOMON ISLANDS	SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	-11.61	165.762	170						
2008	4	28	18	33	34.2	32	6.4	6.2	6.2		VANUATU	VANUATU ISLANDS	-19.941	168.953	170						
2008	10	5	15	52	49.4	27	6.6	6.9	6.4		KYRGYZSTAN	KYRGYZSTAN: NURA	39.533	73.824	40	74		140			
2008	10	6	8	30	45.5	12	6.3	6.2	6		CHINA	CHINA:  TIBET (XIZANG PROVINCE)	29.807	90.35	40	9		19			
2008	10	11	9	6	10.7	16	5.7	5.5	5.6		RUSSIA	RUSSIA:  CAUCASUS:  CHECHNYA	43.372	46.254	40	13		100			1027
2008	7	8	9	13	7.4	123	6.2		5.8		PERU	PERU:  AREQUIPA	-15.986	-71.748	160	1					
2008	7	23	15	26	19.9	108	6.8		6.6		JAPAN	JAPAN:  HONSHU:  N	39.802	141.464	30	1		200		90	90
2008	7	24	7	9	30	10	5.6	5.4	5.6		CHINA	CHINA:  SICHUAN PROVINCE	32.747	105.542	30	1		17		1200	1200
2008	7	29	18	42	15.7	15	5.4	5.5	5.5	6	USA	CALIFORNIA:  LOS ANGELES	33.953	-117.761	150			8			
2008	8	1	8	32	43	7	5.7	5.6	5.9		CHINA	CHINA:  SICHUAN PROVINCE	32.036	104.722	30			231		540	540
2008	8	5	9	49	17.2	6	6	6	5.9		CHINA	CHINA:  SICHUAN PROVINCE	32.756	105.494	30	4		29			
2008	8	11	7	19	26.4	13	5.2	4.5	5.1		VENEZUELA	VENEZUELA:  CARIACO-CUMANA	10.514	-64.171	160						50
2008	8	15	10	25	16.5	10	6	5.6	5.8		PHILIPPINES	PHILIPPINES:  LUZON:  LEGASPI	12.897	124.319	170						
2008	8	19	21	35	17.2	46	5		5		CHINA	CHINA:  YUNNAN PROVINCE	25.051	97.919	30					5	5
2008	8	21	12	24	29.5	1	6	5.9	5.6		CHINA	CHINA:  YUNNAN PROVINCE	25.044	97.684	30	5		127			
2008	8	25	11	25	19.3	32	5.5	5.1	5.4		NEW ZEALAND	NEW ZEALAND:  NORTH ISLAND	-39.715	176.851	170						
2008	8	25	13	21	58.8	12	6.7	6.5	6.2	8	CHINA	CHINA:  TIBET (XIZANG PROVINCE)	30.901	83.52	40						700
2008	8	27	1	35	32.1	16	6.2	6.2	5.8	8	RUSSIA	RUSSIA:  LAKE BAYKAL	51.607	104.158	40						
2008	9	3	2	22	47	6	4.1	4.1	4.6		TURKEY	TURKEY:  ADIYAMAN	37.507	38.503	140						
2008	10	28	23	9	57.6	15	6.4	6.6	6.3		PAKISTAN	PAKISTAN:  QUETTA	30.639	67.351	60	166		370		3487	3487
2008	9	9	3	7	27.5	25	5.4		5.4		INDONESIA	INDONESIA:  SUMATRA:  SOUTHERN	-3.935	103.058	60	2					
2008	9	16	21	47	14.5	10	5		5		INDIA	INDIA:  MAHARASHTRA	17.438	73.915	60	1		20			
2008	11	16	17	2	32.7	30	7.3	7	6.5		INDONESIA	INDONESIA:  MINAHASSA PENINSULA	1.271	122.091	170	6		77			1000
2008	11	19	6	11	20.7	32	6.1	5.9	5.9		PANAMA	"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES"	8.267	-82.967	100						
2009	1	3	19	43	50.6	17	7.6	7.5	6.6		INDONESIA	PAPUA NEW GUINEA:  NEAR NORTH COAST	-0.414	132.885	170	5		250			840
2008	10	29	11	32	43.1	14	6.4	6.6	6.2		PAKISTAN	PAKISTAN:  ZIARAT	30.598	67.455	60			1			
2008	11	10	1	22	2.5	19	6.3	6.4	6.4		CHINA	CHINA:  QINGHAI PROVINCE	37.565	95.833	40			3	4		
2008	11	22	22	27	55.1		4.1				CZECH REPUBLIC	CZECH REPUBLIC:  KARVINA	49.914	18.455	110	2		3			
2000	6	17	15	40	41.7	10	6.5	6.6	5.7		ICELAND	"ICELAND:  VESTMANNAEYJAR, HELLA"	63.966	-20.487	120			1	20	11	11
2009	1	8	19	21	35.6	14	6.1	6	5.7		COSTA RICA	COSTA RICA:  LA PAZ	10.165	-84.197	100	23	17	100		518	
2009	1	3	22	33	40.2	23	7.3	7.4	6.7		INDONESIA	PAPUA NEW GUINEA:  NEAR NORTH COAST	-0.691	133.305	170						
2009	1	15	17	49	39	36	7.4	7.5	6.9		RUSSIA	RUSSIA:  KURIL ISLANDS	46.857	155.154	50						
2009	2	11	17	34	50.8	22	7.2	7.2	6.6		INDONESIA	INDONESIA:  KEPULAUAN TALAUD	3.884	126.397	170			64			597
1992	2	1	19	4	4.5	100	5.6		5.6		JAPAN	JAPAN:  HONSHU:  TOKYO	35.106	139.644	30			37			
2008	12	7	13	36	21.3	15	5.4	5.2	5.7		IRAN	IRAN:  S	26.99	55.8	140			5			
2008	12	9	18	53	11.1	25	4.5	4.5	5.5		CHINA	CHINA:  SICHUAN PROVINCE	32.518	105.395	30	2		3			
2008	12	10	10	53	50	10	4.1		4.1		ARGENTINA	ARGENTINA:  POTRERILLOS	-32.938	-69.259	160						
2008	12	25	20	20	51.5	35	4.7		4.7		MYANMAR (BURMA)	MYANMAR (BURMA)	23.97	97.569	60			19		30	30
2008	12	29	3	37	41.7	158	5.8		5.9		AFGHANISTAN	"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA"	36.401	71.075	40						
2009	1	21	18	17	3.3	10	4.6		4.6		PERU	PERU:  PACCHA	-11.779	-75.626	160					50	500
2009	3	19	18	17	40.9	34	7.6	7.6	7		TONGA	TONGA ISLANDS	-23.046	-174.659	170						
2009	4	6	1	32	39	9	6.3	6.2	5.6		ITALY	ITALY:  L'AQUILA	42.334	13.334	130	309		1500	2500	15000	
2009	4	7	17	47	37	15	5.5	5.4	5.4		ITALY	ITALY:  L'AQUILA	42.275	13.464	130	1					
2009	2	20	3	48	48.2	10	5.4		5.5		PAKISTAN	PAKISTAN; INDIA:  KASHMIR	34.204	73.899	60			44			
2009	2	20	10	2	29.1	17	5.5		5.5		CHINA	CHINA:  XINJIANG PROVINCE	40.657	78.692	40					5613	331
2009	5	28	8	24	45	10	7.3	7.2	6.7		HONDURAS	HONDURAS:  NORTHERN; BELIZE	16.72	-86.236	90	7		40		135	25
2009	3	26	4	44	11.6	10	4.1		4.1		INDIA	INDIA:  CHAIBASA	22.399	85.903	60			5			
2009	3	31	17	50	34.1	36	4.4		4.4		NICARAGUA	NICARAGUA:  SAN JUAN DEL RIO COCO	13.452	-86.06	100					3	10
2009	4	9	1	46	58.2	44	5.2		5.2		INDIA	INDIA:  JAISALMER	27.143	70.749	60			6			
2009	4	16	21	27	51.3	6	5.4		5.4		AFGHANISTAN	AFGHANISTAN:  NANGARHAR	34.185	70.076	40	19		51		200	200
2009	7	15	9	22	29	12	7.8	7.7	6.5		NEW ZEALAND	NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND	-45.762	166.562	170						
2009	8	10	20	7	9.1	40	6.4		6.1		JAPAN	JAPAN:  HONSHU:  S COAST	34.743	138.264	30	1		123			5192
2009	8	10	19	55	35.6	5	7.5	7.6	6.9		INDIA	INDIA:  ANDAMAN I	14.099	92.888	60						
2009	5	17	19	50	6.2	10	4.6		4.6		SAUDI ARABIA	SAUDI ARABIA: WESTERN	25.212	37.597	140						
2009	5	19	17	35	0.6	2	5.7	5.3	5.7		SAUDI ARABIA	SAUDI ARABIA: WESTERN	25.292	37.744	140			7			
2009	5	19	19	29	48.9	21	4.9		4.9		INDIA	INDIA:  KASHMIR	33.198	75.787	60						
2009	5	24	16	17	50.8	0	5.3		5.2		MACEDONIA	BALKANS NW:  MACEDONIA	41.303	22.714	130						
2009	6	13	17	17	38.2	15	5.4	5.1	5.8		KAZAKHSTAN	KAZAKHSTAN:  TEKELI	44.724	78.864	40	1					
2009	5	29	6	20	14.6	13	5.7	5.5	5.5		VANUATU	VANUATU ISLANDS:  TONGOA	-17.026	168.329	170			10			
2009	6	2	2	17	3.5	15	6.3	6.2	5.7		VANUATU	VANUATU ISLANDS:  TONGOA	-17.757	167.949	170			4			
2009	9	2	7	55	1	46	7	7	6.8		INDONESIA	INDONESIA:  JAVA	-7.782	107.297	170	81		1297			
2009	9	12	20	6	24.6	10	6.3	6.4	6.3		VENEZUELA	VENEZUELA:  CARABOBO	10.705	-67.92	160			18			17
2009	7	4	6	49	35.5	38	6	5.5	6	5	PANAMA	PANAMA: PANAMA CITY	9.59	-78.966	100			32			
2009	7	9	11	19	16.2	7	5.7	5.6	5.5		CHINA	CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	25.632	101.095	30			336			
2009	7	24	3	11	56.8	13	5.8	5.4	5.7		CHINA	CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN	31.158	85.902	40					6	6
2009	9	21	8	53	5.9	14	6.1	6.1	6.1		BHUTAN	BHUTAN:  TASHIGANG	27.332	91.437	60	11					
2009	9	29	17	48	10.9	18	8.1	8.1	7.1		SAMOA	SAMOA ISLANDS	-15.489	-172.095	170						
2009	9	30	10	16	9.2	81	7.5		7.1		INDONESIA	INDONESIA:  SUMATRA:  PADANG	-0.72	99.867	60	1117		1214	2200		181665
2009	10	7	22	3	14.4	45	7.6	7.3	6.4		VANUATU	VANUATU ISLANDS	-13.006	166.51	170						
2009	11	3	23	26	52	14	5.1		5.1		IRAN	IRAN:  BANDAR ABBAS	27.334	56.202	140			269			
2009	11	1	21	7	20.6	25	4.9		5		CHINA	CHINA:  YUNNAN PROVINCE	25.962	100.825	30			28		1000	1000
2009	11	8	19	41	43.3	18	6.6	6.5	6.3		INDONESIA	INDONESIA:  SUMABAWA:  BIMA	-8.207	118.631	170	2		200	2.43		
2009	8	16	7	38	21.7	20	6.7	6.7	6.5		INDONESIA	INDONESIA:  SUMATRA:  PADANG	-1.479	99.49	60			9			
2009	8	8	13	26	17.5	10	3.4		3.4		CHINA	CHINA:  CHONGQING PROVINCE:  RONGCHANG	29.358	105.438	30	2		1		440	440
2009	8	28	1	52	6.6	13	6.2	6.2	6.2		CHINA	CHINA:  QINGHAI PROVINCE	37.696	95.718	40						
2009	8	30	19	27	48.8	82	5.2		5.2		MYANMAR (BURMA)	MYANMAR (BURMA);  INDIA:  SIBSAGAR	25.28	95.101	60						
2009	9	6	22	41	37.3	15	6	5.8	5.7		GEORGIA	GEORGIA:  NORTHWESTERN	42.66	43.443	40			1			
2009	9	18	11	53	48	10	5.7	5.2	5.4		PHILIPPINES	"PHILIPPINES:  COTABATO, SULTAN KUDARAT"	6.513	124.715	170			91			
2009	9	18	23	6	57.7	79	5.7		6		INDONESIA	INDONESIA:  BALI:  DENPASAR	-9.138	115.593	170			7			
2009	9	22	8	20	41	0	3.1				AUSTRALIA	AUSTRALIA:  MORNINGTON	-38.28	145.25	170						
2009	10	1	1	52	27.3	10	6.6	6.7	5.9		INDONESIA	INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI	-2.515	101.501	170	3			10		
2009	10	7	22	18	51.2	35	7.8	7.9	6.4		SOLOMON ISLANDS	SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	-12.517	166.382	170						
2009	10	9	18	11	39.9	35	5.4		5.4		ECUADOR	ECUADOR:  TENA	-0.962	-77.817	160						
2009	10	22	19	51	27.5	18	6.1		6.1		AFGHANISTAN	AFGHANISTAN:  HINDU KUSH	36.517	70.95	40	5					
2009	11	27	8	15	53.3	7	5.4	5	5.4		VENEZUELA	VENEZUELA:  SIQUISIQUE	10.434	-69.715	160						
2009	12	19	23	19	15.5	6	6	6	6		MALAWI	MALAWI:  KARONGA	-10.108	33.818	10	3		250		1111	1111
2009	12	19	13	2	17	57	6.4		6.2		TAIWAN	TAIWAN:  HUALIEN	23.796	121.605	30			14			
2010	1	3	21	48	5.3	26	6.6	6.4	6		SOLOMON ISLANDS	SOLOMON ISLANDS	-8.743	157.477	170						
2010	1	3	22	36	27.9	25	7.1	7.1	6.4		SOLOMON ISLANDS	SOLOMON ISLANDS	-8.799	157.346	170					16	60
2010	1	5	12	15	32.2	15	6.8	6.7	6.2		SOLOMON ISLANDS	SOLOMON ISLANDS	-9.019	157.551	170						
2010	1	2	2	15	12	47	5.1	5.1	5.4		TAJIKISTAN	TAJIKISTAN	38.245	71.467	40				1.5	98	1000
2010	1	10	0	27	39.3	29	6.5	6.3	6.5		USA	CALIFORNIA:  OFF COAST NORTHERN	40.652	-124.692	150			30	21.8		
2010	1	12	21	53	10	13	7	7.3	6.8		HAITI	HAITI:  PORT-AU-PRINCE	18.457	-72.533	90	316000		30000	8000	97294	188383
2010	1	30	21	36	58	10	4.7	4.7	5.1		CHINA	CHINA:  SICHUAN PROVINCE: MOXI	30.268	105.668	30	1		15		200	200
2009	10	29	17	0	38.6	26	5.3		5.3		BHUTAN	"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG"	27.262	91.417	60					1	1
2009	12	6	21	51	59.8	2	3.5				SOUTH AFRICA	SOUTH AFRICA:  CARLETONVILLE	-26.414	27.494	10	2		3			
2009	12	8	3	8	57.2	8	5.9	5.9	5.9		MALAWI	MALAWI:  KARONGA	-9.948	33.878	10	1		15			
2009	12	12	11	51	25.7	10	5.1		5.1		INDIA	INDIA:  MAHARASHTRA:  SATARA	17.109	73.767	60						
2009	12	17	23	45	36.4	7	4.9		4.9		JAPAN	JAPAN:  HONSHU:  ITO	34.921	139.261	30			7			
2009	12	30	18	48	57.7	9	5.9	5.7	5.7		MEXICO	MEXICO:  MEXICALI	32.437	-115.165	150						
2009	12	31	9	57	29.7	10	5.2	5.2	5.5		BHUTAN	BHUTAN:  DAMETSI	27.319	91.51	60			2			
2010	2	27	6	34	11.5	23	8.8	8.5	7.2	9	CHILE	"CHILE:  MAULE, CONCEPCION, TALCAHUANO"	-36.122	-72.898	160	402		12000	30000		500000
2010	3	8	2	32	34.7	12	6.1	6	5.9		TURKEY	"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI"	38.864	39.986	140	51		100		287	287
2010	3	11	14	39	43.9	11	6.9	7	6.7		CHILE	CHILE:  RANCAGUA	-34.29	-71.891	160						
2010	4	4	22	40	43.1	4	7.2	7.3	6.4		MEXICO	MEXICO:  BAJA CALIFORNIA	32.297	-115.278	150	2		233	1150		
2001	1	1	6	57	4.1	33	7.5	7.2	6.4		PHILIPPINES	PHILIPPINES:  MINDANAO	6.898	126.579	170						
2002	8	19	11	1	1.1	580	7.7		6.7		FIJI	FIJI ISLANDS	-21.696	-179.513	170						
2002	8	19	11	8	24.3	675	7.7		7		FIJI	FIJI ISLANDS	-23.884	178.495	170						
2008	7	5	2	12	4.4	633	7.7		6.8		RUSSIA	RUSSIA:  SEA OF OKHOTSK	53.882	152.886	50						
2006	1	27	16	58	53.6	397	7.6		7		INDONESIA	INDONESIA:  BANDA SEA	-5.473	128.131	170						
2007	9	28	13	38	57.8	260	7.5		6.7		JAPAN	JAPAN:  VOLCANO ISLANDS	22.013	142.668	30						
1990	12	30	19	14	18.9	179	7.5		6.6		PAPUA NEW GUINEA	PAPUA NEW GUINEA:  NEW BRITAIN	-5.097	150.967	170						
2010	4	13	23	49	38.3	17	6.9	7	6.5		CHINA	CHINA:  QINGHAI PROVINCE:  YUSHU	33.165	96.548	30	2220	70	12135	500	15000	
2010	4	6	22	15	1.5	31	7.8	7.9	7		INDONESIA	INDONESIA:  SUMATRA	2.383	97.048	60						
